model	task	template	fewshot	seed	postproc	timestamp	filename	BLEU
bloom-560m	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut-custom-truncate.tsv	0.55
bloom-560m	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut.tsv	0.48
bloom-560m	wmt14_fr_en	a_good_translation-en-fr-target	0	1234		2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.tsv	0.40
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut-custom-truncate.tsv	7.49
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut.tsv	6.11
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234		2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.tsv	5.43
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut-custom-truncate.tsv	6.60
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut.tsv	5.63
bloom-560m	wmt14_fr_en	a_good_translation-fr-en-target	0	1234		2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.tsv	5.11
bloom-560m	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut-custom-truncate.tsv	0.67
bloom-560m	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut.tsv	0.47
bloom-560m	wmt14_fr_en	gpt-3-en-fr-target	0	1234		2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.tsv	0.46
bloom-560m	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut-custom-truncate.tsv	2.24
bloom-560m	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut.tsv	1.43
bloom-560m	wmt14_fr_en	gpt-3-fr-en-target	0	1234		2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.tsv	1.42
bloom-560m	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-29T11_23_11	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut-custom-truncate.tsv	0.60
bloom-560m	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-29T11_23_11	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut.tsv	0.60
bloom-560m	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-29T11_23_11	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.tsv	0.39
bloom-560m	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-28T13_23_28	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T13_23_28.newline-cut-custom-truncate.tsv	2.29
bloom-560m	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-28T13_23_28	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T13_23_28.newline-cut.tsv	2.29
bloom-560m	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-28T13_23_28	examples.model=bloom-560m.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T13_23_28.tsv	2.15
bloom-560m	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_29_17	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_29_17.newline-cut-custom-truncate.tsv	0.68
bloom-560m	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut	2022-09-07T09_29_17	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_29_17.newline-cut.tsv	0.68
bloom-560m	wmt14_fr_en	version-en-fr-target	0	1234		2022-09-07T09_29_17	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_29_17.tsv	0.58
bloom-560m	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_32_47	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_47.newline-cut-custom-truncate.tsv	4.71
bloom-560m	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut	2022-09-07T09_32_47	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_47.newline-cut.tsv	4.65
bloom-560m	wmt14_fr_en	version-fr-en-target	0	1234		2022-09-07T09_32_47	examples.model=bloom-560m.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_47.tsv	3.87
bloom-560m	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-25T19_16_08	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T19_16_08.newline-cut-custom-truncate.tsv	1.33
bloom-560m	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-25T19_16_08	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T19_16_08.newline-cut.tsv	0.92
bloom-560m	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-25T19_16_08	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T19_16_08.tsv	0.86
bloom-560m	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut-custom-truncate.tsv	1.08
bloom-560m	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut.tsv	0.84
bloom-560m	wmt14_fr_en	xglm-en-fr-target	0	1234		2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.tsv	0.70
bloom-560m	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	8.33
bloom-560m	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	5.43
bloom-560m	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-26T23_04_14	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.tsv	5.01
bloom-560m	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut-custom-truncate	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut-custom-truncate.tsv	4.45
bloom-560m	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut	2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.newline-cut.tsv	2.79
bloom-560m	wmt14_fr_en	xglm-fr-en-target	0	1234		2022-09-07T09_35_52	examples.model=bloom-560m.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-09-07T09_35_52.tsv	2.65
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-08-11T12_09_15	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_09_15.newline-cut-custom-truncate.tsv	15.35
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut	2022-08-11T12_09_15	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_09_15.newline-cut.tsv	13.88
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234		2022-08-11T12_09_15	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_09_15.tsv	10.93
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-11T11_23_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_23_13.newline-cut-custom-truncate.tsv	5.99
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut	2022-08-11T11_23_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_23_13.newline-cut.tsv	5.51
bloom-7b1	wmt14_fr_en	a_good_translation-en-fr-target	0	1234		2022-08-11T11_23_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_23_13.tsv	3.47
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut-custom-truncate.tsv	22.19
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut.tsv	18.75
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234		2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.tsv	12.47
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut-custom-truncate.tsv	29.65
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut.tsv	27.23
bloom-7b1	wmt14_fr_en	a_good_translation-fr-en-target	0	1234		2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.tsv	14.91
bloom-7b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-11T11_27_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_27_00.newline-cut-custom-truncate.tsv	2.08
bloom-7b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut	2022-08-11T11_27_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_27_00.newline-cut.tsv	1.78
bloom-7b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234		2022-08-11T11_27_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T11_27_00.tsv	1.72
bloom-7b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut-custom-truncate.tsv	7.21
bloom-7b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut.tsv	4.93
bloom-7b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234		2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.tsv	4.77
bloom-7b1	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	9.72
bloom-7b1	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	9.74
bloom-7b1	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.tsv	5.04
bloom-7b1	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	14.26
bloom-7b1	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	14.19
bloom-7b1	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-28T19_52_13	examples.model=bloom-7b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.tsv	8.41
bloom-7b1	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-11T10_32_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T10_32_00.newline-cut-custom-truncate.tsv	12.56
bloom-7b1	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut	2022-08-11T10_32_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T10_32_00.newline-cut.tsv	12.57
bloom-7b1	wmt14_fr_en	version-en-fr-target	0	1234		2022-08-11T10_32_00	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T10_32_00.tsv	10.77
bloom-7b1	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut-custom-truncate.tsv	29.95
bloom-7b1	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut	2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.newline-cut.tsv	30.01
bloom-7b1	wmt14_fr_en	version-fr-en-target	0	1234		2022-08-11T12_08_52	examples.model=bloom-7b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T12_08_52.tsv	25.10
bloom-7b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-25T20_42_48	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_42_48.newline-cut-custom-truncate.tsv	25.15
bloom-7b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-25T20_42_48	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_42_48.newline-cut.tsv	13.31
bloom-7b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-25T20_42_48	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_42_48.tsv	12.12
bloom-7b1	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut-custom-truncate.tsv	2.72
bloom-7b1	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut.tsv	2.24
bloom-7b1	wmt14_fr_en	xglm-en-fr-target	0	1234		2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.tsv	1.52
bloom-7b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	33.28
bloom-7b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	30.43
bloom-7b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-26T23_04_14	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.tsv	15.00
bloom-7b1	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut-custom-truncate.tsv	16.11
bloom-7b1	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut	2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.newline-cut.tsv	15.19
bloom-7b1	wmt14_fr_en	xglm-fr-en-target	0	1234		2022-08-11T13_22_41	examples.model=bloom-7b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-11T13_22_41.tsv	9.07
bloom	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	17.04
bloom	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	16.76
bloom	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	15.38
bloom	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	13.89
bloom	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	13.43
bloom	wmt14_fr_en	a_good_translation-en-fr-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	10.14
bloom	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	16.86
bloom	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	16.49
bloom	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	14.15
bloom	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	35.20
bloom	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	34.40
bloom	wmt14_fr_en	a_good_translation-fr-en-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	16.81
bloom	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	13.96
bloom	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	8.50
bloom	wmt14_fr_en	gpt-3-en-fr-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	7.90
bloom	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_13	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_13.newline-cut-custom-truncate.tsv	25.71
bloom	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut	2022-08-15T22_15_13	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_13.newline-cut.tsv	14.80
bloom	wmt14_fr_en	gpt-3-fr-en-target	0	1234		2022-08-15T22_15_13	examples.model=bloom.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_13.tsv	12.73
bloom	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-29T11_26_48	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_26_48.newline-cut-custom-truncate.tsv	10.12
