model	task	template	fewshot	seed	postproc	timestamp	filename	COMET
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut.tsv	-0.0775
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.tsv	-0.1171
bloom-3b	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_16_27	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_16_27.newline-cut-custom-truncate.tsv	-0.7699
bloom-3b	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut	2022-09-14T19_16_27	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_16_27.newline-cut.tsv	-0.7983
bloom-3b	wmt14_hi_en	xglm-en-hi-target	1	1234		2022-09-14T19_16_27	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_16_27.tsv	-0.8313
bloom-3b	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-12-31T19_45_46	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut-custom-truncate.tsv	-0.1007
bloom-3b	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut	2022-12-31T19_45_46	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut.tsv	-0.1132
bloom-3b	wmt14_hi_en	xglm-hi-en-source+target	1	1234		2022-12-31T19_45_46	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T19_45_46.tsv	-0.1805
bloom-3b	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut-custom-truncate.tsv	-0.6863
bloom-3b	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut.tsv	-0.6897
bloom-3b	wmt14_hi_en	xglm-hi-en-target	1	1234		2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.tsv	-0.7869
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.6543
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.6636
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.6874
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.6542
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.6573
bloom-560m	wmt14_hi_en	a_good_translation-en-hi-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.7040
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.2294
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.2347
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.2616
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.2055
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.2029
bloom-560m	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.2515
bloom-560m	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-2.0859
bloom-560m	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-2.1259
bloom-560m	wmt14_hi_en	gpt-3-en-hi-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-2.1401
bloom-560m	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.5162
bloom-560m	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.5163
bloom-560m	wmt14_hi_en	gpt-3-hi-en-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.5268
bloom-560m	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.8216
bloom-560m	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.8224
bloom-560m	wmt14_hi_en	version-en-hi-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.8398
bloom-560m	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.1162
bloom-560m	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.1122
bloom-560m	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.2180
bloom-560m	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2023-01-03T22_44_56	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut-custom-truncate.tsv	-1.6651
bloom-560m	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2023-01-03T22_44_56	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut.tsv	-1.7339
bloom-560m	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2023-01-03T22_44_56	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.tsv	-1.7443
bloom-560m	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.6855
bloom-560m	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.7040
bloom-560m	wmt14_hi_en	xglm-en-hi-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.7417
bloom-560m	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut-custom-truncate	2023-01-02T20_07_24	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut-custom-truncate.tsv	-1.2269
bloom-560m	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut	2023-01-02T20_07_24	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut.tsv	-1.2580
bloom-560m	wmt14_hi_en	xglm-hi-en-source+target	1	1234		2023-01-02T20_07_24	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-02T20_07_24.tsv	-1.2974
bloom-560m	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut-custom-truncate.tsv	-1.4142
bloom-560m	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut	2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.newline-cut.tsv	-1.4238
bloom-560m	wmt14_hi_en	xglm-hi-en-target	1	1234		2022-09-14T11_08_10	examples.model=bloom-560m.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T11_08_10.tsv	-1.5535
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut-custom-truncate.tsv	-0.3981
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut.tsv	-0.3956
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234		2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.tsv	-0.3976
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut-custom-truncate.tsv	-0.3940
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut.tsv	-0.3927
bloom-7b1	wmt14_hi_en	a_good_translation-en-hi-target	1	1234		2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.tsv	-0.3973
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut-custom-truncate.tsv	0.0338
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut.tsv	0.0376
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234		2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.tsv	0.0300
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut-custom-truncate.tsv	0.1270
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.newline-cut.tsv	0.1311
bloom-7b1	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-15T11_24_57	examples.model=bloom-7b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-15T11_24_57.tsv	0.1165
